gold_layer,task_id,target_name,unit,configured_role,rows_total,rows_model_ready,rows_finite_valid_structure_positive_weight,invalid_or_missing_structure_rows,structure_identity_statuses,citation_keys,source_ids,valid_rows_with_exactly_two_stars,hard_groups_train,hard_groups_validation,hard_groups_test,primary_hard_groups_train,primary_hard_groups_validation,primary_hard_groups_test,source_family_count,eligible_leave_one_source_family_out_count,fair_primary_evaluation,training_status,status_reason,multifidelity_pairing_status,structure_applicability_warning
Gold-C,计算_结构多任务预训练,qm_polarizability_xz_monomer,angstrom^3,not_configured,11,11,11,0,exact_polymer_smiles,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,source_github_radonpy_pi1070_840dd4a,11,7,2,2,7,2,2,1,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,qm_polarizability_yy_monomer,angstrom^3,not_configured,11,11,11,0,exact_polymer_smiles,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,source_github_radonpy_pi1070_840dd4a,11,7,2,2,7,2,2,1,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,qm_polarizability_yz_monomer,angstrom^3,not_configured,11,11,11,0,exact_polymer_smiles,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,source_github_radonpy_pi1070_840dd4a,11,7,2,2,7,2,2,1,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,qm_polarizability_zz_monomer,angstrom^3,not_configured,11,11,11,0,exact_polymer_smiles,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,source_github_radonpy_pi1070_840dd4a,11,7,2,2,7,2,2,1,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,qm_total_energy_monomer,kJ/mol,not_configured,11,11,11,0,exact_polymer_smiles,ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy,source_github_radonpy_pi1070_840dd4a,11,7,2,2,7,2,2,1,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,quadrupole_moment_Boltzmann_average,e*a0^2,not_configured,47676,47676,47676,0,rdkit_validated_methyl_terminated_constitutional_repeat_unit,ledger-152-kim-2023-omg-v1-0b-data;ledger-153-kim-2023-open-macromolecular-genome;ledger-154-kim-2024-omg-property-database;ledger-155-kim-2025-functional-monomer-design,source_omg_batch10,0,38092,4799,4755,1660,227,197,1,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,r2,angstrom,not_configured,6596,6596,6596,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6596,5178,651,619,2604,328,332,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,radius_of_gyration_Boltzmann_average,angstrom,not_configured,47676,47676,47676,0,rdkit_validated_methyl_terminated_constitutional_repeat_unit,ledger-152-kim-2023-omg-v1-0b-data;ledger-153-kim-2023-open-macromolecular-genome;ledger-154-kim-2024-omg-property-database;ledger-155-kim-2025-functional-monomer-design,source_omg_batch10,0,38092,4799,4755,1660,227,197,1,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,refractive_index,dimensionless,not_configured,6239,6239,6239,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6239,4898,609,584,2585,324,327,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,refractive_index_sos,source_native_unit_unresolved,not_configured,1022,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,refractive_index_sos_486,source_native_unit_unresolved,not_configured,1022,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,refractive_index_sos_589,source_native_unit_unresolved,not_configured,1022,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,refractive_index_sos_656,source_native_unit_unresolved,not_configured,1022,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,s1_energy_Boltzmann_average,eV,not_configured,47676,47676,47676,0,rdkit_validated_methyl_terminated_constitutional_repeat_unit,ledger-152-kim-2023-omg-v1-0b-data;ledger-153-kim-2023-open-macromolecular-genome;ledger-154-kim-2024-omg-property-database;ledger-155-kim-2025-functional-monomer-design,source_omg_batch10,0,38092,4799,4755,1660,227,197,1,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,self-diffusion,m^2/s,not_configured,6597,6597,6597,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6597,5177,651,619,2604,328,332,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_ced,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_ele,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_ele_long,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_ele_short,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_total,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,sp_vdw,source_native_unit_unresolved,not_configured,5162,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,spherocity_Boltzmann_average,unitless,not_configured,47676,47676,47676,0,rdkit_validated_methyl_terminated_constitutional_repeat_unit,ledger-152-kim-2023-omg-v1-0b-data;ledger-153-kim-2023-open-macromolecular-genome;ledger-154-kim-2024-omg-property-database;ledger-155-kim-2025-functional-monomer-design,source_omg_batch10,0,38092,4799,4755,1660,227,197,1,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,static_dielectric_const,dimensionless,not_configured,6599,6599,6599,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6599,5178,651,619,2604,328,332,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,t1_energy_Boltzmann_average,eV,not_configured,47676,47676,47676,0,rdkit_validated_methyl_terminated_constitutional_repeat_unit,ledger-152-kim-2023-omg-v1-0b-data;ledger-153-kim-2023-open-macromolecular-genome;ledger-154-kim-2024-omg-property-database;ledger-155-kim-2025-functional-monomer-design,source_omg_batch10,0,38092,4799,4755,1660,227,197,1,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,tg,source_native_unit_unresolved,not_configured,3873,0,0,0,,ledger-020-polyomics-2025;ledger-151-hayashi-2026-polyomics-data,,0,0,0,0,0,0,0,0,0,False,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,thermal_diffusivity,m^2/s,not_configured,5313,5313,5313,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,5313,4224,510,498,2026,247,254,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,volume_expansion,1/K,not_configured,6597,6597,6597,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6597,5177,651,619,2604,328,332,2,0,True,audited_not_configured,本轮未选为基线目标；保留原始标签口径,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,Rg,angstrom,primary_baseline,7709,7709,7709,0,exact_polymer_smiles;rdkit_validated_polymer_psmiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data;ledger-156-liu-2025-open-polymer-challenge-data;ledger-157-liu-2025-open-polymer-challenge-report,source_github_radonpy_pi1070_840dd4a;source_openpolymer_challenge_v1;source_polyomics_data,7709,6054,772,732,2689,338,343,3,1,True,fair_primary_evaluation_ready,primary train/validation/test 硬组均达门槛,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,bulk_modulus,Pa,primary_baseline,6597,6597,6597,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6597,5177,651,619,2604,328,332,2,0,True,fair_primary_evaluation_ready,primary train/validation/test 硬组均达门槛,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,density,g/cm^3,primary_baseline,6599,6599,6599,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,6599,5178,651,619,2604,328,332,2,0,True,fair_primary_evaluation_ready,primary train/validation/test 硬组均达门槛,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
Gold-C,计算_结构多任务预训练,thermal_conductivity,W/(m*K),primary_baseline,5314,5271,5271,0,exact_polymer_smiles,ledger-020-polyomics-2025;ledger-145-hayashi-radonpy-pi1070-data;ledger-146-hayashi-2022-radonpy;ledger-151-hayashi-2026-polyomics-data,source_github_radonpy_pi1070_840dd4a;source_polyomics_data,5271,4188,507,495,2006,245,252,2,0,True,fair_primary_evaluation_ready,primary train/validation/test 硬组均达门槛,not_established,"pSMILES/repeat-unit association baseline; not a closed formulation, molecular-weight or process model"
