source_id,source_scope_id,source_family_id,source_directory,source_title,canonical_identifier,task,origin_kind,scientific_role,gold_layer,gold_admission_status,source_record_count,material_count,formulation_count,batch_count,specimen_count,run_count,curve_count_observed,curve_count_candidate,scalar_count_observed,scalar_count_candidate,point_count_observed,point_count_candidate,numeric_value_count,evidence_group_count,computational_system_count,source_identity_count_contribution,direct_numeric_total,complete_direct_response_count,valid_derived_scalar_count,invalid_cached_formula_count,known_missing_direct_count,quality_status,weight_ceiling,current_weight_materialized,model_ready_record_count,unit_status,license_status,dedup_status,split_group_status,completeness,citation_keys,audit_basis,notes
source_snd_2024_267_v1,scope_snd_2024_267_v1,family_tpu_printed_conductive_tracks,SND_TPU导电轨迹循环拉伸,屏印可拉伸导电轨迹在TPU上的循环应变数据,doi:10.5878/tc7g-1056,TPU基底导电轨迹工艺—电阻保持,实验,迁移,Gold-E,admitted_reference,288,1,,,,24,0,0,288,283,0,0,283,0,0,1,,,,,,降权,0.4,False,0,已解析,manual_review,已核验,条件级键可用,source_aggregate_plus_scalar_groups,ledger-066-ahmad-2019-tpu-conductive-tracks-data,数据/原始/外部数据/新增开放数据/SND_TPU导电轨迹循环拉伸/内容审计摘要.json;数据/原始/外部数据/新增开放数据/SND_TPU导电轨迹循环拉伸/电阻表解析清单.tsv,24条件、288理论格点、283有效电阻与5缺失；无纯TPU力学
source_texas_zyq5z1,scope_texas_zyq5z1_dataset,family_texas_single_pu_fiber,Texas_湿干单根电纺PU纤维力学,湿干条件下单根电纺聚氨酯纤维非线性力学数据,doi:10.18738/T8/ZYQ5Z1,单根PU纤维湿干非线性/恢复迁移,实验,迁移,Gold-E,admitted_reference,38,1,,,38,38,646,646,38,38,53846,53846,,0,0,1,,,,,,降权,0.3,False,0,已解析,manual_review,分段绑定同一纤维,纤维试样键可用,source_aggregate_plus_specimen_records,ledger-083-madariaga-2026-single-pu-fiber-data,数据/原始/外部数据/新增开放数据/Texas_湿干单根电纺PU纤维力学/内容审计摘要.json,646加载/恢复分段属于38根纤维，不是646试样
ledger_source_041,scope_zenodo14983287,family_elastomer_framework,Zenodo_标准化弹性体表征,A Standardized Elastomer Characterization Framework for Soft Robotics—Accompanying Dataset,doi:10.5281/zenodo.14983287,商业TPE力学/松弛/热学/流变迁移,实验,迁移,Gold-E,admitted_reference,42,2,,,,42,42,42,0,0,1341840,1341840,1341840,0,0,1,,,,,,降权,0.35,False,0,已解析,manual_review,材料与曲线已核验,粗粒度来源家族,source_aggregate_plus_record_curves,ledger-041-roels-2025-elastomer-data,数据/原始/外部数据/新增开放数据/Zenodo_标准化弹性体表征/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_标准化弹性体表征/曲线审计清单.tsv,2个目标TPE牌号、42条曲线；跨模态物理试样数未知
ledger_source_095,scope_zenodo_7811383_dataset,family_reactive_cg_polyurea,Zenodo_反应型粗粒化聚脲固化,liuminghao0830/cg-polyurea-curing: Published Version of the CG Model,doi:10.5281/zenodo.7811383,反应型CG聚脲固化复现,模拟,迁移,Gold-C,conditional_reference,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,隔离,0.0,False,0,部分已解析,manual_review,已核验,粗粒度来源家族,simulation_input_only,ledger-095-liu-2023-reactive-cg-polyurea-data,数据/原始/外部数据/新增开放数据/Zenodo_反应型粗粒化聚脲固化/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_反应型粗粒化聚脲固化/计算观测清单.tsv,只有初始体系/势函数/协议，无轨迹、终态或QoI输出；作为Gold-C复现资产条件参考保留，不能当作性能观测
source_zenodo_19609901,scope_zenodo_19609901_dataset,family_printable_self_healing_pu_bioelectronics,Zenodo_可打印自愈可回收PU生物电子,可打印自愈可回收PEDOT:PSS聚氨酯复合物源数据,doi:10.5281/zenodo.19609901,可打印自愈PU复合物力学/电学迁移,实验,迁移,Gold-E,admitted_reference,30,9,9,,,30,30,30,98,98,155872,155872,311843,0,0,1,,,,,,降权,0.25,False,0,部分已解析,manual_review,未见跨文件完整XY重复,配方状态需同折,source_aggregate,ledger-078-cicoira-2026-printable-pu-data,数据/原始/外部数据/新增开放数据/Zenodo_可打印自愈可回收PU生物电子/内容审计摘要.json,9个材料定义、30曲线/155872点；无试样与重复ID
ledger_source_088,scope_zenodo_5841610_dataset,family_commercial_tpu_multimaterial_gripper,Zenodo_商业TPU多材料打印传感,Fabrication of a Soft Robotic Gripper With Integrated Strain Sensing Elements Using Multi-Material Additive Manufacturing,doi:10.5281/zenodo.5841610,商业TPU打印力学/传感迁移,实验,迁移,Gold-E,admitted_reference,66,,,,,64,66,64,6,6,830958,798936,798942,0,0,1,,,,,,降权,0.35,False,0,部分已解析,manual_review,2条标签冲突精确重复已隔离,材料—协议组键可用,source_aggregate_plus_record_curves,ledger-088-georgopoulou-2021-tpu-gripper-data,数据/原始/外部数据/新增开放数据/Zenodo_商业TPU多材料打印传感/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_商业TPU多材料打印传感/曲线审计清单.tsv,26机械+28相对电阻+10辅助电阻候选历史；物理试样总数未知
source_zenodo_21096098,scope_zenodo_21096098_dataset,family_biobased_vinylogous_urethane_vitrimers,Zenodo_生物基共轭氨基甲酸酯玻璃体,生物基共轭氨基甲酸酯玻璃体原始表征与力学数据,doi:10.5281/zenodo.21096098,动态网络/循环利用迁移,实验,迁移,Gold-E,admitted_reference,36,8,8,,20,36,16,16,76,,38953,38953,146299,0,0,1,,,,,,降权,0.2,False,0,部分冲突,manual_review,未见文件重复,配方状态需同折,source_aggregate_plus_grouped_curves,ledger-086-benes-2026-vinylogous-urethane-data,数据/原始/外部数据/新增开放数据/Zenodo_生物基共轭氨基甲酸酯玻璃体/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_生物基共轭氨基甲酸酯玻璃体/曲线审计清单.tsv,非PU/TPU；Young模量与韧性单位冲突硬零
ledger_source_097,scope_zenodo_10817092_dataset,family_nipu_reaction_pathways,Zenodo_NIPU反应路径DFT与MD,Dataset of “Fast Carbon Dioxide–Epoxide Cycloaddition Catalyzed by Metal and Metal-Free Ionic Liquids for Designing Non-Isocyanate Polyurethanes”,doi:10.5281/zenodo.10817092,NIPU反应路径DFT机理描述符,模拟,迁移,Gold-C,admitted_reference,28,0,0,0,0,4,0,0,8,8,20,20,28,0,4,1,,,,,,降权,0.25,False,0,已解析,manual_review,驻点按路径聚合,路径键可用,source_aggregate_plus_computational_records,ledger-097-cervinka-2024-nipu-reaction-data,数据/原始/外部数据/新增开放数据/Zenodo_NIPU反应路径DFT与MD/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_NIPU反应路径DFT与MD/计算观测清单.tsv,4条路径/20个驻点；不是常规异氰酸酯TPU力学真值
ledger_source_099,scope_zenodo_17790918_dataset,family_pcl_soft_segment_cg,Zenodo_PCL软段构象粗粒化MD,PCL in Vacuum and in Water,doi:10.5281/zenodo.17790918,PCL软段CGMD构象先验,模拟,迁移,Gold-C,conditional_reference,25,0,0,0,0,8,0,0,5,0,17673,0,17678,0,1,1,,,,,,仅验证,0.0,False,0,已解析,manual_review,运行/指针/帧已分离,运行键可用,source_aggregate_plus_computational_records,ledger-099-bacova-2025-pcl-soft-segment-data,数据/原始/外部数据/新增开放数据/Zenodo_PCL软段构象粗粒化MD/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_PCL软段构象粗粒化MD/计算观测清单.tsv,归档内8条真实TRR共6396帧；另10指针由同源补采闭包，当前训练仍阻断
source_zenodo_5099589,scope_zenodo_5099589_dataset,family_pu_spallation_md,Zenodo_PTMO_MDI_BDO聚氨酯冲击MD,聚氨酯冲击波与剥落LAMMPS模型,10.5281/zenodo.5099589,PTMO/MDI/BDO聚氨酯冲击MD复现,模拟,迁移,Gold-C,conditional_reference,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,隔离,0.0,False,0,已解析,manual_review,已核验,单一体系键可用,simulation_input_only,ledger-101-dewapriya-2021-pu-spallation-data;ledger-102-dewapriya-2021-pu-spallation,数据/原始/外部数据/新增开放数据/Zenodo_PTMO_MDI_BDO聚氨酯冲击MD/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_PTMO_MDI_BDO聚氨酯冲击MD/计算观测清单.tsv,607104原子初始体系与输入脚本，无输出轨迹/QoI；作为Gold-C复现资产条件参考保留，不能当作冲击性能标签
ledger_source_043,scope_zenodo6390478,family_microsphere,Zenodo_PU微球复合材料拉伸,Images and Data Accompanying Article: Remarkable Response of Hollow Thermoplastic Microspheres–Elastomer Matrix Composites in Uniaxial Tension,doi:10.5281/zenodo.6390478,PU微球复合滞回/DIC迁移,实验,迁移,Gold-E,admitted_reference,43,6,6,,12,12,43,36,0,0,23922,,23922,0,0,1,,,,,,降权,0.35,False,0,部分已解析,manual_review,派生Post曲线与原始试样分离,试样键可用,source_aggregate_plus_record_curves,ledger-043-coret-2022-microsphere-data,数据/原始/外部数据/新增开放数据/Zenodo_PU微球复合材料拉伸/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_PU微球复合材料拉伸/曲线审计清单.tsv,6体积分数/12试样；6条Post均值平滑曲线不增试样
ledger_source_090,scope_zenodo_6128356_dataset,family_tecoflex_niclosamide_catheter,Zenodo_Tecoflex药物复合TPU,A Niclosamide-Releasing Hot-Melt Extruded Catheter Prevents Staphylococcus aureus Experimental Biomaterial-Associated Infection,doi:10.5281/zenodo.6128356,Tecoflex复合TPU力学/多模态迁移,实验,迁移,Gold-E,admitted_reference,98,4,4,,22,,0,0,98,89,12650,10377,10377,0,0,1,,,,,,降权,0.35,False,0,部分冲突,manual_review,固定偏移与重复标量已隔离,试样槽键部分可用,source_aggregate_plus_scalar_records,ledger-090-vazquez-rodriguez-2022-tecoflex-data,数据/原始/外部数据/新增开放数据/Zenodo_Tecoflex药物复合TPU/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_Tecoflex药物复合TPU/曲线审计清单.tsv,主工作簿22直接试样槽；跨补充表是否同一试样尚未确认
source_zenodo_20932248,scope_zenodo_20932248_dataset,family_tpu_swcnt_thermoelectric,Zenodo_TPU_SWCNT热电,TPU与SWCNT热电复合材料原始数据,doi:10.5281/zenodo.20932248,TPU/SWCNT热电/导电/IR应用迁移,实验,迁移,Gold-E,admitted_reference,123,15,15,,,123,0,0,123,123,0,0,8037,0,0,1,,,,,,降权,0.6,False,0,部分已解析,manual_review,123文件不当作123配方,配方键可用,source_aggregate_plus_workbook_records,ledger-063-krause-2026-tpu-swcnt-data;ledger-064-zimmerer-2026-tpu-swcnt-preprint,数据/原始/外部数据/新增开放数据/Zenodo_TPU_SWCNT热电/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_TPU_SWCNT热电/工作簿解析清单.tsv,15配方=3牌号×1–5wt% SWCNT；纯TPU力学任务上限0.20
ledger_source_039,scope_zenodo15370425,family_constitutive_2025,Zenodo_TPU1301热黏弹黏塑本构,Data of “A Consistent Finite-Strain Thermomechanical Quasi-Nonlinear-Viscoelastic Viscoplastic Constitutive Model for Thermoplastic Polymers”,doi:10.5281/zenodo.15370425,TPU1301实验本构/速率/FE验证,混合,迁移,Gold-E+Gold-C,admitted_reference,193,1,,,80,95,193,179,0,0,5996489,5818564,118177356,0,1,1,,,,,,降权,1.0,False,0,部分已解析,manual_review,对称域分片与重复内容已标记,运行键可用,source_aggregate_plus_record_curves,ledger-039-noels-2025-constitutive-data,数据/原始/外部数据/新增开放数据/Zenodo_TPU1301热黏弹黏塑本构/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_TPU1301热黏弹黏塑本构/曲线审计清单.tsv,80身份闭合直接实验运行+4数字化曲线；15唯一FE验证运行
source_zenodo_17883052,scope_zenodo_17883052_dataset,family_tpu_deblocking_dft_ml,Zenodo_TPU回收封端剂DFT与机器学习,TPU回收封端剂键能描述符DFT与机器学习支持数据,doi:10.5281/zenodo.17883052,封端剂DFT描述符—解封温度映射,混合,迁移,Gold-E+Gold-C,admitted_reference,179,21,21,0,0,158,0,0,21,21,0,0,,0,24,1,,,,,,降权,0.5,False,0,已解析,manual_review,24体系与158输出已分层,化合物家族键可用,source_aggregate_plus_compound_and_run_records,ledger-077-rafiq-2026-deblocking-dft-data,数据/原始/外部数据/新增开放数据/Zenodo_TPU回收封端剂DFT与机器学习/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_TPU回收封端剂DFT与机器学习/Gaussian解析清单.tsv,21个带实验标签化合物；158 Gaussian输出不是158个独立化学样本
source_fisher_2020_shape_memory_pu,scope_fisher_2020_shape_memory_pu_dataset,family_fisher_shape_memory_pu,DataInBrief_聚氨酯形状记忆多模态原始数据,十二种配方聚氨酯形状记忆网络热机械原始数据,10.1016/j.dib.2020.106294,配方—热机械—循环形状记忆PU迁移,实验,迁移,Gold-E,admitted_reference,109,12,12,,,109,109,109,0,0,975903,974201,,0,0,1,,,,,,降权,0.35,False,0,部分已解析,allow_with_attribution,109曲线唯一且1702个复制尾部点已排除,12个配方家族键可用,source_aggregate_plus_record_curves_and_formulations,ledger-120-fisher-2020-shape-memory-pu-data;ledger-121-kunkel-2018-shape-memory-pu,数据/原始/外部数据/新增开放数据/DataInBrief_聚氨酯形状记忆多模态原始数据/内容审计摘要.json;数据/原始/外部数据/新增开放数据/DataInBrief_聚氨酯形状记忆多模态原始数据/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/DataInBrief_聚氨酯形状记忆多模态原始数据/配方审计清单.tsv,12个HDI/HPED/TEA交联形状记忆PU配方；61条机械运行不是61个已证实独立试样，另有48条热学曲线；作为Gold-E迁移层保留，不冒充线性TPU核心
source_zenodo_3631551_lignin_tpu,scope_zenodo_3631551_lignin_tpu_dataset,family_lignin_tpu_blends,Zenodo_木质素_TPU多模态数据,木质素与热塑性聚氨酯共混物多模态原始数据,10.5281/zenodo.3631551,木质素—商业TPU共混多模态与前驱体力学迁移,实验,迁移,Gold-E,admitted_reference,51,19,19,,,37,39,22,38,22,106731,92346,38,0,0,1,,,,,,降权,0.2,False,0,部分已解析,allow_with_attribution,39展示曲线中37唯一且2个精确重复已隔离,配方与共享参考家族键可用,source_aggregate_plus_record_curves_scalar_groups_and_formulations,ledger-122-culebras-2018-lignin-tpu-data;ledger-123-culebras-2018-lignin-tpu,数据/原始/外部数据/新增开放数据/Zenodo_木质素_TPU多模态数据/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Zenodo_木质素_TPU多模态数据/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/Zenodo_木质素_TPU多模态数据/标量审计清单.tsv;数据/原始/外部数据/新增开放数据/Zenodo_木质素_TPU多模态数据/配方审计清单.tsv,Pearlthane ECO 12T95与两类木质素共19个材料/共混身份；22条有标签曲线和22个前驱体力学标量进入Gold-E迁移参考，16条缺标签曲线、精确重复及下游碳纤维结果隔离
source_mdpi_hdi_peg_dual_ff,scope_mdpi_hdi_peg_dual_ff,family_hdi_peg_tpu_forcefield,MDPI_HDI_PEG双力场TPU,HDI–PEG热塑性聚氨酯双力场基准研究,10.3390/molecules31081259,HDI–PEG软段长度—密度—Tg—模量双力场基准,混合,TPU核心,Gold-E+Gold-C,admitted_reference,26,5,5,,,100,0,0,26,26,0,0,52,0,5,1,,,,,,降权,0.65,False,0,已解析,allow_with_attribution,同一PEG体系的双力场与随机种子已按体系归组,DOI+PEG分子量分组且双力场同折,source_aggregate_plus_systems_and_observations,ledger-124-blasina-2026-hdi-peg-tpu-forcefields,数据/原始/外部数据/新增开放数据/MDPI_HDI_PEG双力场TPU/内容审计摘要.json;数据/原始/外部数据/新增开放数据/MDPI_HDI_PEG双力场TPU/计算体系清单.tsv;数据/原始/外部数据/新增开放数据/MDPI_HDI_PEG双力场TPU/计算观测清单.tsv,5个HDI–PEG体系、100个报告种子运行及26个QoI记录；实验汇总逐行归Gold-E，MD逐行归Gold-C，高应变率模量不得冒充准静态实验值。
source_mdpi_mdi_polyether_md,scope_mdpi_mdi_polyether_md,family_mdi_polyether_pu_md,MDPI_MDI聚醚双组分PU分子动力学,MDI/聚醚双组分聚氨酯多尺度分子模拟,10.3390/ma16031006,MDI/聚醚配比—温度—相容性—扩散—弹性描述符,模拟,迁移,Gold-C,admitted_reference,120,4,3,,,16,0,0,120,79,0,0,136,0,4,1,,,,,,降权,0.2,False,0,已解析,allow_with_attribution,μ与G定义重复及低R2扩散项已隔离,DOI+配比同折且温度为运行条件,source_aggregate_plus_systems_and_observations,ledger-125-wang-2023-mdi-polyether-pu-md,数据/原始/外部数据/新增开放数据/MDPI_MDI聚醚双组分PU分子动力学/内容审计摘要.json;数据/原始/外部数据/新增开放数据/MDPI_MDI聚醚双组分PU分子动力学/计算体系清单.tsv;数据/原始/外部数据/新增开放数据/MDPI_MDI聚醚双组分PU分子动力学/计算观测清单.tsv,3个粗粒度PU配方和1个共享纯多元醇参考、16个体系温度条件、120个计算量；79个候选进入Gold-C，原始轨迹和唯一聚醚结构未公开。
source_frontiers_pu_reaxff,scope_frontiers_pu_reaxff,family_pu_reaxff_pyrolysis,Frontiers_PU_ReaxFF热解,聚氨酯ReaxFF热解特征研究,10.3389/fchem.2025.1691308,PU高温ReaxFF热解机理与EHS降解先验,模拟,迁移,Gold-C,admitted_reference,2,1,,,,6,0,0,2,1,0,0,2,0,1,1,,,,,,降权,0.2,False,0,已解析,allow_with_attribution,六温度共同拟合量仅计一个派生目标,单一分子模型的六温度条件全部同折,source_aggregate_plus_systems_and_observations,ledger-126-dong-2025-pu-reaxff-pyrolysis,数据/原始/外部数据/新增开放数据/Frontiers_PU_ReaxFF热解/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Frontiers_PU_ReaxFF热解/计算体系清单.tsv;数据/原始/外部数据/新增开放数据/Frontiers_PU_ReaxFF热解/计算观测清单.tsv,一个PU计算体系、六个1500–3000 K条件；活化能进入Gold-C的EHS任务，相关系数只作质量证据，力学任务权重为0。
source_figshare_31111210_pur_smp_fea,scope_figshare_31111210_pur_smp_fea,family_pur_smp_fea,Figshare_商用PUR形状记忆本构FEA,商业PUR形状记忆力传感器有限元数据,10.6084/m9.figshare.31111210.v3,商业PUR形状记忆材料本构输入与有限元迁移参考,模拟,迁移,Gold-C,conditional_reference,120,4,,,,0,0,0,0,0,0,0,112,4,4,1,,,,,,仅验证,0.0,False,0,部分已解析,allow_with_attribution,4材料各10个Prony项按材料归组,数据集DOI+商业材料ID同折,source_aggregate_plus_systems_and_simulation_inputs,ledger-127-roy-2026-pur-smp-fea-data,数据/原始/外部数据/新增开放数据/Figshare_商用PUR形状记忆本构FEA/内容审计摘要.json;数据/原始/外部数据/新增开放数据/Figshare_商用PUR形状记忆本构FEA/计算体系清单.tsv;数据/原始/外部数据/新增开放数据/Figshare_商用PUR形状记忆本构FEA/计算输入参数清单.tsv,4个商业PUR材料、120个原始材料卡/本构数值标记中112个完整；DOCX无机器可读FEA性能输出，因此Gold-C条件参考准入但候选目标为0。
source_rsc2026_isohexide_dynamic_pu_multiscale,scope_github_poly_mech_props_d2d3229,family_isohexide_dynamic_pu_multiscale,第七批计算_异山梨醇动态聚氨酯多尺度力学,异山梨醇动态聚氨酯多尺度计算数据与结构仓库,https://github.com/pic-ai-robotic-chemistry/poly-mech-props,异山梨醇动态聚氨酯分子断裂—氢键—高应变率力学多尺度参考,模拟,迁移,Gold-C,admitted_reference,202,72,72,,,,131,131,71,71,135159,135159,135230,0,72,1,,,,,,降权,0.2,False,0,已解析,manual_review,72化学设计与202观测按体系和方法归组,固定仓库提交+化学设计ID同折,source_aggregate_plus_systems_and_observations,ledger-128-sheng-2026-poly-mech-props-repository;ledger-129-sheng-2026-dynamic-pu-multiscale,数据/原始/外部数据/新增开放数据/第七批计算_异山梨醇动态聚氨酯多尺度力学/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第七批计算_异山梨醇动态聚氨酯多尺度力学/计算体系清单.tsv;数据/原始/外部数据/新增开放数据/第七批计算_异山梨醇动态聚氨酯多尺度力学/计算观测清单.tsv;数据/原始/外部数据/新增开放数据/第七批计算_异山梨醇动态聚氨酯多尺度力学/计算输入参数清单.tsv,71个DFT断裂力标量、125条分子尺度曲线或分布和6条ReaxFF三轴曲线；仓库无独立许可证，15m/s ReaxFF仅作高应变率代理，不冒充准静态实验真值。
source_mendeley_jp5fztws54_v1,scope_mendeley_jp5fztws54_v1,family_glass_fiber_pu_accelerated_aging,第七批实验_玻纤PU加速老化,玻纤增强聚氨酯复合材料加速老化力学与DMA数据,10.17632/jp5fztws54.1,玻纤增强热固性PU加速老化三点弯曲与DMA迁移参考,实验,迁移,Gold-E,admitted_reference,55,1,1,,,17,55,46,0,0,165556,135352,385698,0,0,1,,,,,,降权,0.45,False,0,已解析,allow_with_attribution,38个三点弯曲曲线出现中9个精确重复已隔离,同一基础材料全部同折,source_aggregate_plus_record_curves,ledger-132-panaitescu-2018-glass-fiber-pu-aging-data;ledger-133-panaitescu-2019-glass-fiber-pu-aging,数据/原始/外部数据/新增开放数据/第七批实验_玻纤PU加速老化/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第七批实验_玻纤PU加速老化/三点弯曲曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第七批实验_玻纤PU加速老化/DMA运行审计清单.tsv,聚醚多元醇/MDI热固性PU玻纤复合物，不是TPU核心；保留29条唯一三点弯曲曲线和17条DMA温扫，W70_10d缺损耗模量。
source_zenodo_11612378_purgen_fragments,scope_zenodo_11612378_purgen_fragments,family_purgen_virtual_fragments,第七批虚拟_PUR-GEN片段库,PUR-GEN聚氨酯虚拟片段库,10.5281/zenodo.11612378,可追溯聚氨酯虚拟片段结构枚举与候选空间扩展,虚拟候选,迁移,Gold-V,admitted_reference,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,仅验证,0.0,False,0,不适用,manual_review,414个规范SMILES和InChIKey均唯一,数据集DOI+规范结构同折,source_aggregate_plus_virtual_candidates,ledger-130-szleper-2024-purgen-data;ledger-131-szleper-2024-purgen,数据/原始/外部数据/新增开放数据/第七批虚拟_PUR-GEN片段库/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第七批虚拟_PUR-GEN片段库/片段审计清单.tsv;数据/原始/外部数据/新增开放数据/第七批虚拟_PUR-GEN片段库/文件校验清单.tsv,414个2–4单元聚氨酯片段全部通过RDKit结构解析并进入Gold-V科学参考；54个片段缺描述符行且数据集未声明许可证，当前不物化训练权重且不公开原始文件，不作为实验性质真值。
source_nature_spore_filled_tpu_source_data,scope_nature_spore_filled_tpu_source_data,family_spore_filled_tpu_biocomposite,第七批补充材料_孢子填充TPU,孢子填充商业TPU原始力学与多模态源数据,doi:10.1038/s41467-024-47132-8#source-data,孢子填充商业聚酯TPU配方—工艺—拉伸—降解多任务参考,实验,TPU核心,Gold-E,admitted_reference,180,12,12,,36,36,36,36,144,144,280288,280288,560720,0,0,1,,,,,,入选,0.8,False,0,已解析,allow_with_attribution,36条配方重复曲线均有独立样本键,论文DOI+孢子类型+添加量按配方同折,source_aggregate_plus_record_curves_scalars_and_formulations,ledger-134-kim-2024-spore-filled-tpu,数据/原始/外部数据/新增开放数据/第七批补充材料_孢子填充TPU/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第七批补充材料_孢子填充TPU/曲线审计清单.tsv;数据/原始/外部数据/新增开放数据/第七批补充材料_孢子填充TPU/标量审计清单.tsv;数据/原始/外部数据/新增开放数据/第七批补充材料_孢子填充TPU/文件校验清单.tsv,BASF Elastollan BCF45聚酯TPU与WT/HST孢子0–1wt%共12条件×3重复；完整工艺与拉伸协议支持高权重配方/曲线任务，缺SMILES与硬段含量时分子结构任务权重为0。
source_zenodo_12585902_polyuniverse_pu,scope_zenodo_12585902_polyuniverse_pu,family_polyuniverse_virtual_polymers,第七批虚拟_PolyUniverse百万PU,PolyUniverse百万聚氨酯虚拟结构与预测性质库,10.5281/zenodo.12585902,规则生成聚氨酯百万结构、机器学习多性质预测与二异氰酸酯单体候选库,虚拟候选,迁移,Gold-V,admitted_reference,1021717,0,0,0,0,0,0,0,15000000,15000000,0,0,15000000,0,0,1,,,,,,仅验证,0.0,False,0,部分已解析,allow_with_attribution,1000000个p-SMILES唯一；21717条单体原始行经严格SMARTS与规范结构去重为12072个exact-diNCO，其中13个与既有Gold-V结构重合不重复物化,数据集DOI+反应物对/规范单体结构同折,source_aggregate_plus_virtual_prediction_reservoir_plus_diinco_candidates,ledger-135-yue-2024-polyuniverse-data;ledger-136-yue-2024-polyuniverse;ledger-137-yue-polyuniverse-code,数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/审计摘要.json;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/列统计.tsv;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/SMILES质量.tsv;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/预测标签分布.tsv;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/字段字典.tsv;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/异氰酸酯单体审计摘要.json;数据/原始/外部数据/新增开放数据/第七批虚拟_PolyUniverse百万PU/异氰酸酯候选去重映射.tsv,100万条规则生成PU结构与1500万个机器学习预测标签进入Gold-V科学参考；另补齐同一Zenodo固定版本的PubChem_diNCO与GDB-17_diNCO原件。严格结构跨文件去重为9332个，扣除与既有Gold-V重合后新增9319个正式候选；另2740个exact-diNCO因多碎片、电荷或元素边界进入条件参考。NCS、混合、其它与7条解析失败只留审计，不因文件名伪装成二异氰酸酯。所有虚拟结构与预测均为零实验监督权重。
ledger_source_034,tpu_literature_ftntxg4zdz_deposit,family_tpu_literature,第八批实验_TPU文献力学汇总,Literature Database in Mechanical Characteristic of Thermoplastic Polyurethane,doi:10.17632/ftntxg4zdz.1,TPU加工方式—Shore硬度—拉伸强度—断裂伸长率文献迁移参考,实验,迁移,Gold-E,conditional_reference,62,0,0,,0,,0,0,186,186,0,0,186,45,0,1,,,,,,仅验证,0.0,False,0,已解析,allow_with_attribution,62行无精确重复；同一引用的多行按45个引用组归并,数据集DOI加引用文本哈希同折,source_aggregate_plus_literature_scalar_records,ledger-034-viccica-2023-tpu-literature,数据/原始/外部数据/新增开放数据/第八批实验_TPU文献力学汇总/内容审计摘要.json;数据/原始/外部数据/新增开放数据/第八批实验_TPU文献力学汇总/标量审计清单.tsv;数据/原始/外部数据/新增开放数据/第八批实验_TPU文献力学汇总/文件校验清单.tsv,62条FDM、SLS、MJF或注塑TPU文献/商业数据表汇总，含186个硬度、强度和伸长率数值； 没有原始试样、配方、牌号化学结构和完整测试协议，因此进入Gold-E条件参考并按45个引用组防泄漏， 后续经原论文解析后单任务权重上限可升至0.10–0.20，化学结构任务保持0。
