release_id,source_directory,target_family,priority_score,priority_class,audit_status,already_in_directed_target,machine_readable_file_count,archive_file_count,formulation_signal,raw_curve_signal,next_action,evidence_excerpt
tpu-local-source-audit-2026-08-30-v1,Mendeley_商业TPU温度疲劳多工况,cyclic_recovery,14,high,materialized_all_detected_targets,True,5,1,False,True,已接入；仅在新增独立数据或改进映射时更新,Mendeley_商业TPU温度疲劳多工况 | 曲线审计清单.tsv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1154D/1154D14_01_22_2024_1530_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1154D/1154D13_01_22_2024_1523_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1195A/1195A11_01_22_2024_1533_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1195A/1195A12_01_22_2024_1536_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Texin245/Texin11_01_22_2024_1543_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Texin245/Texin12_01_22_2024_1546_recovery.csv | 来源	材料	试验类型	条件	数据角色	曲线ID	点数	曲线SHA256	试样或家族组	source_summary_state	source_summary_evidence	source_display_id	formula_target_specimen_id	quality_gate	training_split	weight	备注
tpu-local-source-audit-2026-08-30-v1,Mendeley_商业TPU温度疲劳多工况,toughness,14,high,materialized_all_detected_targets,True,5,1,False,True,已接入；仅在新增独立数据或改进映射时更新,Mendeley_商业TPU温度疲劳多工况 | 曲线审计清单.tsv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1154D/1154D14_01_22_2024_1530_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1154D/1154D13_01_22_2024_1523_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1195A/1195A11_01_22_2024_1533_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Elastollan1195A/1195A12_01_22_2024_1536_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Texin245/Texin11_01_22_2024_1543_recovery.csv | Internship_CSM_XSTRMLAB_Sandor_Habets_2024/Load_frame_measurements/Texin245/Texin12_01_22_2024_1546_recovery.csv | 来源	材料	试验类型	条件	数据角色	曲线ID	点数	曲线SHA256	试样或家族组	source_summary_state	source_summary_evidence	source_display_id	formula_target_specimen_id	quality_gate	training_split	weight	备注
tpu-local-source-audit-2026-08-30-v1,Zenodo_PU微球复合材料拉伸,cyclic_recovery,14,high,materialized_all_detected_targets,True,5,1,False,True,已接入；仅在新增独立数据或改进映射时更新,Zenodo_PU微球复合材料拉伸 | 曲线审计清单.tsv | 来源	材料	工况或试样	数据角色	曲线或文件	点数	试样组键	准入状态	备注
tpu-local-source-audit-2026-08-30-v1,Zenodo_PU微球复合材料拉伸,toughness,14,high,materialized_all_detected_targets,True,5,1,False,True,已接入；仅在新增独立数据或改进映射时更新,Zenodo_PU微球复合材料拉伸 | 曲线审计清单.tsv | 来源	材料	工况或试样	数据角色	曲线或文件	点数	试样组键	准入状态	备注
tpu-local-source-audit-2026-08-30-v1,ACS_Figshare_聚酰亚胺回收链扩剂PU,toughness,13,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv
tpu-local-source-audit-2026-08-30-v1,Figshare_PU高低速变形后应力松弛,cyclic_recovery,13,high,materialized_all_detected_targets,True,5,1,True,True,已接入；仅在新增独立数据或改进映射时更新,Figshare_PU高低速变形后应力松弛 | 曲线审计清单.tsv | 来源	材料	工况或试样	数据角色	曲线或文件	点数	试样组键	准入状态	备注
tpu-local-source-audit-2026-08-30-v1,MaterialsCloud_商用PU泡沫多轴断裂力学,toughness,13,high,materialized_all_detected_targets,True,84,1,True,True,已接入；仅在新增独立数据或改进映射时更新,MaterialsCloud_商用PU泡沫多轴断裂力学 | 曲线审计清单.tsv | 解压内容/PUF/Toughness/Info.txt | 解压内容/PUF/Toughness/Nominal Dimensions.png | 解压内容/PUF/Toughness/Sample 1/Correlation_1.csv | 解压内容/PUF/Toughness/Sample 1/Initial.tif | 解压内容/PUF/Toughness/Sample 1/Loaded.tif | 解压内容/PUF/Toughness/Sample 1/Specimen_RawData_1.csv | 解压内容/PUF/Toughness/Sample 2/Correlation_2.csv | 解压内容/PUF/Toughness/Sample 2/Initial.tif | 解压内容/PUF/Toughness/Sample 2/Loaded.tif | 解压内容/PUF/Toughness/Sample 2/Specimen_RawData_2.csv
tpu-local-source-audit-2026-08-30-v1,Mendeley_TPU95A_TPMS应变率力学,cyclic_recovery,13,high,materialized_all_detected_targets,True,21,0,True,True,已接入；仅在新增独立数据或改进映射时更新,Mendeley_TPU95A_TPMS应变率力学 | 官方拉伸文件清单.json | 官方松弛文件清单.json | 实验文件/拉伸/sample1.csv | 实验文件/拉伸/sample2.csv | 实验文件/拉伸/sample3.csv | 实验文件/拉伸/Tensile data figure.jpg | 实验文件/松弛/Relaxation test figure.jpg | 实验文件/松弛/Strain0_1_sample1.csv | 实验文件/松弛/Strain0_1_sample2.csv | 实验文件/松弛/Strain0_1_sample3.csv | 实验文件/松弛/Strain0_2_sample1.csv
tpu-local-source-audit-2026-08-30-v1,Zenodo_TPU鞋材热稳定与耐磨,thermal_stability,13,high,materialized_all_detected_targets,True,7,0,True,True,已接入；仅在新增独立数据或改进映射时更新,Zenodo_TPU鞋材热稳定与耐磨 | DSC数据整理.xlsx
tpu-local-source-audit-2026-08-30-v1,第七批补充材料_孢子填充TPU,toughness,13,high,materialized_all_detected_targets,True,7,0,True,True,已接入；仅在新增独立数据或改进映射时更新,曲线审计清单.tsv | 源数据.xlsx | curve_id	source_sheet	source_figure	spore_type	spore_wt_pct	formulation_id	replicate_source_order	strain_column	stress_column	first_excel_row	last_excel_row	point_count	partial_pair_rows	strain_min_pct	strain_max_pct	stress_min_MPa	stress_m | scalar_id	source_sheet	source_figure	spore_type	spore_wt_pct	formulation_id	replicate_source_order	metric	value	unit	source_cell
tpu-local-source-audit-2026-08-30-v1,第七批计算_异山梨醇动态聚氨酯多尺度力学,toughness,13,high,blocked_data_rights,False,11,1,True,True,等待上游仓库明确数据许可；仅保留本地Gold-C参考，禁止公开数值再分发,第七批计算_异山梨醇动态聚氨酯多尺度力学 | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/ | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/YModulus.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/__init__.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/gui.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/gui2.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/multiple.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/multiple2.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/MCPoly/sscurve/single.py | poly-mech-props-d2d322942135c7a1b93fcbb03fe7c018416cb6b8/bulk/uniaxial_tensile_deformation.in | file_name	download_url	source_version	size_bytes	sha256	license_state	accessed_at | rank	candidate	article_doi	data_identifier	access	license	verified_content	recommendation
tpu-local-source-audit-2026-08-30-v1,第八批实验_SLS_TPU晶格工艺,cyclic_recovery,13,high,materialized_all_detected_targets,True,5,0,True,True,已接入；仅在新增独立数据或改进映射时更新,原始数据.xlsx
tpu-local-source-audit-2026-08-30-v1,第八批实验_TPU文献力学汇总,toughness,13,high,materialized_all_detected_targets,True,6,0,True,True,已接入；仅在新增独立数据或改进映射时更新,第八批实验_TPU文献力学汇总 | 原始数据.xlsx
tpu-local-source-audit-2026-08-30-v1,第八批混合_PU铜调控热解多尺度,thermal_stability,13,high,materialized_all_detected_targets,True,6,0,True,True,已接入；仅在新增独立数据或改进映射时更新,原始数据.xlsx | 实验曲线审计清单.tsv | Figure1e Cu-free TG DTG | curve_id	sheet	source_columns	material_state	copper_status	heating_rate_c_per_min	response_type	axis_unit	response_unit	observed_response_points	paired_response_points	orphan_axis_points	orphan_response_points	internal_blank_rows	numeric_te | file	bytes	md5	sha256	verification	license	doi
tpu-local-source-audit-2026-08-30-v1,第十九批模拟_老化植物基PU泡沫,toughness,13,high,materialized_all_detected_targets,True,4,1,True,True,已接入；仅在新增独立数据或改进映射时更新,Simulated Results for Aged Polyurethane Foam/Stress-Strain data/6.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/1.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/2.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/8.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/0.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/3.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/4.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/5.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/9.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/7.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/10.rpt | Simulated Results for Aged Polyurethane Foam/Stress-Strain data/11.rpt
tpu-local-source-audit-2026-08-30-v1,第十四批实验_PU汽车座椅,cyclic_recovery,13,high,materialized_all_detected_targets,True,10,0,True,True,已接入；仅在新增独立数据或改进映射时更新,DataCite_原始数据集_v2_元数据.json | Mendeley_原始数据集_v2_官方元数据.json
tpu-local-source-audit-2026-08-30-v1,Mendeley_PU泡沫动态力学_精选表,toughness,11,medium,materialized_all_detected_targets,True,7,0,True,False,已接入；仅在新增独立数据或改进映射时更新,Mendeley_PU泡沫动态力学_精选表
tpu-local-source-audit-2026-08-30-v1,Mendeley_FDM_TPU晶格与基材力学,toughness,10,medium,materialized_all_detected_targets,True,6,1,False,True,已接入；仅在新增独立数据或改进映射时更新,Mendeley_FDM_TPU晶格与基材力学 | 曲线审计清单.tsv | Experimental and numerical data for FDM-printed PL/Material Characterization/PLA/Tensile PLA +45 Y.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/PLA/Tensile PLA +45 X.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/PLA/Tensile PLA +45 Z.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/PLA/Tensile PLA +45.zs2 | Experimental and numerical data for FDM-printed PL/Material Characterization/TPU/Tensile TPU +45 Y.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/TPU/Tensile TPU +45 X.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/TPU/Tensile TPU +45 Z.xlsx | Experimental and numerical data for FDM-printed PL/Material Characterization/TPU/Tensile TPU +45.zs2 | 来源	材料	试验类型	条件	数据角色	曲线ID	点数	曲线SHA256	试样或家族组	source_summary_state	source_summary_evidence	source_display_id	formula_target_specimen_id	quality_gate	training_split	weight	备注
tpu-local-source-audit-2026-08-30-v1,Texas_湿干单根电纺PU纤维力学,cyclic_recovery,10,medium,materialized_all_detected_targets,True,43,1,False,True,已接入；仅在新增独立数据或改进映射时更新,"Texas_湿干单根电纺PU纤维力学 | 曲线审计清单.tsv | 条件	独立纤维数	机械CSV数	机械点行数	有限数值单元格数	加载恢复曲线段数	直径样本数	直径最小_um	直径均值_um	直径最大_um	温度最小_C	温度最大_C	测试日期批次及样本数	数据库层级	泄漏分组建议 | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um) | Set Name,Cycle,Time(ms),ZTip Displacement(um),ZBase Displacement(um),Current Size (um),ZForce(uN),XTip Displacement(um),XBase Displacement(um),XForce(uN),Temperature (癈),,Diameter(um),,,Coordinates(pixels),Coordinates(um)"
tpu-local-source-audit-2026-08-30-v1,Figshare_碳酸酯TPU强韧自愈,toughness,8,medium,materialized_all_detected_targets,True,4,0,False,False,已接入；仅在新增独立数据或改进映射时更新,
tpu-local-source-audit-2026-08-30-v1,Mendeley_SLS_TPU工艺力学,toughness,8,medium,materialized_all_detected_targets,True,218,0,False,False,已接入；仅在新增独立数据或改进映射时更新,Mendeley_SLS_TPU工艺力学 | 序号	文件ID	文件名	扩展名	内容类型	来源URL	许可	许可URL	官方字节数	取舍	本地分层	本地相对路径	实际字节数	官方SHA256	实际SHA256	校验状态	未下载原因
tpu-local-source-audit-2026-08-30-v1,Zenodo_多孔导电TPU纳米复合膜,toughness,8,medium,materialized_all_detected_targets,True,3,0,False,False,已接入；仅在新增独立数据或改进映射时更新,2. Tensile Properties
